Row #,Common Name,Scientific Name,Country,Taxonomic Order,Family
1336,Giant Cowbird,Molothrus oryzivorus,Colombia,33840,"Icteridae (Troupials and Allies)"
1337,Melodious Blackbird,Dives dives,Costa Rica,33843,"Icteridae (Troupials and Allies)"
1339,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,Colombia,33900,"Icteridae (Troupials and Allies)"
1340,Northern Waterthrush,Parkesia noveboracensis,Costa Rica,33953,"Parulidae (New World Warblers)"
1341,Black-and-white Warbler,Mniotilta varia,Colombia,33962,"Parulidae (New World Warblers)"
1342,Flame-throated Warbler,Oreothlypis gutturalis,Costa Rica,33971,"Parulidae (New World Warblers)"
1344,American Redstart,Setophaga ruticilla,Costa Rica,34058,"Parulidae (New World Warblers)"
1345,Tropical Parula,Setophaga pitiayumi,Costa Rica,34066,"Parulidae (New World Warblers)"
1346,Blackburnian Warbler,Setophaga fusca,Costa Rica,34084,"Parulidae (New World Warblers)"
1347,Northern Yellow Warbler,Setophaga aestiva,Costa Rica,34087,"Parulidae (New World Warblers)"
1349,Black-throated Green Warbler,Setophaga virens,Costa Rica,34218,"Parulidae (New World Warblers)"
1350,Chestnut-capped Warbler,Basileuterus delattrii,Costa Rica,34233,"Parulidae (New World Warblers)"
1351,Black-cheeked Warbler,Basileuterus melanogenys,Costa Rica,34238,"Parulidae (New World Warblers)"
1352,Buff-rumped Warbler,Myiothlypis fulvicauda,Costa Rica,34308,"Parulidae (New World Warblers)"
1353,Russet-crowned Warbler,Myiothlypis coronata,Colombia,34334,"Parulidae (New World Warblers)"
1354,Canada Warbler,Cardellina canadensis,Colombia,34344,"Parulidae (New World Warblers)"
1355,Wilson's Warbler,Cardellina pusilla,Costa Rica,34346,"Parulidae (New World Warblers)"
1358,Golden-fronted Redstart,Myioborus ornatus,Colombia,34384,"Parulidae (New World Warblers)"
1364,Blue-black Grosbeak,Cyanoloxia cyanoides,Costa Rica,34580,"Cardinalidae (Cardinals and Allies)"
1365,Blue Grosbeak,Passerina caerulea,Costa Rica,34598,"Cardinalidae (Cardinals and Allies)"
1367,Gray-headed Tanager,Eucometis penicillata,Costa Rica,34740,"Thraupidae (Tanagers and Allies)"
1368,Tawny-crested Tanager,Tachyphonus delatrii,Costa Rica,34775,"Thraupidae (Tanagers and Allies)"
1369,White-lined Tanager,Tachyphonus rufus,Colombia,34777,"Thraupidae (Tanagers and Allies)"
1371,Flame-rumped Tanager,Ramphocelus flammigerus,Colombia,34796,"Thraupidae (Tanagers and Allies)"
1374,Blue-and-gold Tanager,Bangsia arcaei,Costa Rica,34830,"Thraupidae (Tanagers and Allies)"
1376,Blue-capped Tanager,Sporathraupis cyanocephala,Colombia,34845,"Thraupidae (Tanagers and Allies)"
1377,Lacrimose Mountain Tanager,Anisognathus lacrymosus,Colombia,34872,"Thraupidae (Tanagers and Allies)"
1379,Blue-winged Mountain Tanager,Anisognathus somptuosus,Colombia,34889,"Thraupidae (Tanagers and Allies)"
1380,Fawn-breasted Tanager,Pipraeidea melanonota,Colombia,34917,"Thraupidae (Tanagers and Allies)"
1381,Glistening-green Tanager,Chlorochrysa phoenicotis,Colombia,34926,"Thraupidae (Tanagers and Allies)"
1385,Rufous-throated Tanager,Ixothraupis rufigula,Colombia,34965,"Thraupidae (Tanagers and Allies)"
1387,Golden-naped Tanager,Chalcothraupis ruficervix,Colombia,34983,"Thraupidae (Tanagers and Allies)"
1388,Black-capped Tanager,Stilpnia heinei,Colombia,34999,"Thraupidae (Tanagers and Allies)"
1389,Scrub Tanager,Stilpnia vitriolina,Colombia,35020,"Thraupidae (Tanagers and Allies)"
1391,Blue-necked Tanager,Stilpnia cyanicollis,Colombia,35027,"Thraupidae (Tanagers and Allies)"
1392,Blue-and-black Tanager,Tangara vassorii,Colombia,35036,"Thraupidae (Tanagers and Allies)"
1393,Beryl-spangled Tanager,Tangara nigroviridis,Colombia,35041,"Thraupidae (Tanagers and Allies)"
1394,Metallic-green Tanager,Tangara labradorides,Colombia,35048,"Thraupidae (Tanagers and Allies)"
1395,Plain-colored Tanager,Tangara inornata,Costa Rica,35054,"Thraupidae (Tanagers and Allies)"
1402,Scarlet-thighed Dacnis,Dacnis venusta,Costa Rica,35149,"Thraupidae (Tanagers and Allies)"
1403,Shining Honeycreeper,Cyanerpes lucidus,Costa Rica,35165,"Thraupidae (Tanagers and Allies)"
1406,Black-and-yellow Tanager,Chrysothlypis chrysomelas,Costa Rica,35230,"Thraupidae (Tanagers and Allies)"
1408,White-sided Flowerpiercer,Diglossa albilatera,Colombia,35291,"Thraupidae (Tanagers and Allies)"
1410,Rusty Flowerpiercer,Diglossa sittoides,Colombia,35313,"Thraupidae (Tanagers and Allies)"
1412,Plumbeous Sierra Finch,Geospizopsis unicolor,Colombia,35376,"Thraupidae (Tanagers and Allies)"
1413,Saffron Finch,Sicalis flaveola,Colombia,35477,"Thraupidae (Tanagers and Allies)"
1414,Blue-black Grassquit,Volatinia jacarina,Colombia,35510,"Thraupidae (Tanagers and Allies)"
1416,Morelet's Seedeater,Sporophila morelleti,Costa Rica,35574,"Thraupidae (Tanagers and Allies)"
1417,Yellow-bellied Seedeater,Sporophila nigricollis,Colombia,35583,"Thraupidae (Tanagers and Allies)"
1421,Black-winged Saltator,Saltator atripennis,Colombia,35789,"Thraupidae (Tanagers and Allies)"
1422,Black-headed Saltator,Saltator atriceps,Costa Rica,35792,"Thraupidae (Tanagers and Allies)"
1423,Olive-gray Saltator,Saltator olivascens,Colombia,35802,"Thraupidae (Tanagers and Allies)"
1425,Streaked Saltator,Saltator striatipectus,Costa Rica,35819,"Thraupidae (Tanagers and Allies)"
1426,Masked Saltator,Saltator cinctus,Colombia,35845,"Thraupidae (Tanagers and Allies)"
